Character,Dialogue,Context,fr,it,de,es,ru,ptbr,zht,zhs,JP,ko,tr,
,Majesty...She loved pizza.,,Majesty... Elle adorait la pizza.,Majesty... Adorava la pizza.,Majestät ... Sie liebte Pizza.,Majesty... Le encantaba la pizza.,Грация... Она любила пиццу.,Majesty... Ela adorava pizza.,陛下…她喜歡披薩。,Majesteleri... Pizzayi cok severdi.,マジェスティ…彼女はピザが大好きだったの。,마제스티는... 피자를 좋아했지.,Majesteleri... Pizzayi cok severdi.,
,"Oh, that's raw sweetheart. Cook it up a little bit!",,"Oh, ce n'est pas cuit, ma puce. Mets-la quelques minutes au four !","Oh, quella torta è cruda, cara. Cuocila un pochino!","Oh, das ist roh, mein Schatz. Koche es ein bisschen!","Uy, eso se ha quedado crudo, cariño. ¡Tienes que cocinarlo un poco más!","Ах, он еще не сырой, солнышко. Нужно его приготовить!","Oh, está cru, benzinho. Tem que assar mais um pouco!",哦，親愛的，那還是生的呢。烤熟一點吧！,"Aa, o cig tatlim. Biraz pisir sunu!",まあ、それは生よ。もう少し火を通しなさい！,"아직 덜 익었구나, 아가. 좀 더 익히렴!","Aa, o cig tatlim. Biraz pisir sunu!",
,My mother’s recipe! Won first place at the county fair.,,La recette de ma mère ! On avait gagné le premier prix à la foire.,La ricetta di mia madre! Vinse il primo posto alla fiera del paese con quella.,Das Rezept meiner Mutter! Hat den ersten Platz auf dem Volksfest gewonnen.,¡Es la receta de mi madre! Ganó el primer premio en la feria del condado.,Рецепт моей мамы! Занял первое место на местной ярмарке.,A receita é da minha mãe! Ficou em primeiro lugar na feira do bairro.,我母親的食譜！在郡博覽會上拿過第一名。,Annemin tarifi! Panayirda birincilik almisti.,お母さんのレシピで作ったパイね！郡の品評会で優勝したのよ。,우리 엄마 레시피잖아! 이걸로 마을 축제에서 1등을 했었지.,Annemin tarifi! Panayirda birincilik almisti.,
,We're sorry to interrupt your regularly scheduled programming to declare a state of emergency.,,"Nous nous excusons d'interrompre le programme, mais un état d'urgence a été déclaré.",Interrompiamo la programmazione regolare per dichiarare lo stato di emergenza.,"Es tut uns leid, dass wir Ihr reguläres Programm unterbrechen müssen, um den Notstand auszurufen.",Lamentamos tener que interrumpir la programación para informar de que se ha declarado el estado de emergencia.,Мы вынуждены прервать телепередачу в связи с чрезвычайной ситуацией.,Interrompemos nossa programação normal para declarar estado de emergência.,非常抱歉打斷您正在收看的節目，這裡插播一則緊急新聞，我們正式宣布進入緊急狀態。,Normal yayin akisini kesip olaganustu hâl ilan ettigimizi bildirmekten uzuntu duyuyoruz.,定時番組を中断して、緊急事態をお知らせします。,비상사태 선언을 위해 잠시 정규 방송을 중단합니다.,Normal yayin akisini kesip olaganustu hâl ilan ettigimizi bildirmekten uzuntu duyuyoruz.,
,This is boring. You wanna play some games?,,C'est barbant. Tu veux jouer à des jeux ?,Che noia. Vuoi giocare a qualcosa?,Das ist langweilig. Willst du ein paar Spiele spielen?,Esto es aburrido. ¿Quieres jugar a algo?,Скукота. Хочешь поиграть во что-нибудь?,Isso tá chato. Quer jogar alguma coisa?,好無聊。要不要玩點遊戲？,Bu cok sikici. Oyun oynamak ister misin?,退屈だな。ゲームでもする？,지루하다. 게임 좀 할래?,Bu cok sikici. Oyun oynamak ister misin?,
,Tabby,,Tabby,Tabby,Tabby,Tabby,Табби,Tabby,塔比,Tabby,タビー,태비,Tabby,
,Down,,Bas,Giù,Runter,Abajo,Вниз,Baixo,下,Asagi,下,아래,Asagi,
,Restart,,Redémarrer,Ricomincia,Neustart,Reiniciar,Заново,Reiniciar,重新開始,Yeniden Baslat,やり直す,다시 시작,Yeniden Baslat,
,Opponent,,Adversaire,Avversario,Gegner,Oponente,Противник,Oponente,對手,Rakip,対戦相手,상대,Rakip,
,Frolly,,Frolly,Frolly,Frolly,Frolly,Фролли,Frolly,Frolly,Frolly,Frolly,Frolly,Frolly,
,Return,,Revenir,Riprendi,Zurück,Volver,Вернуться,Retornar,返回,Geri Don,戻る,돌아가기,Geri Don,
,Scared,,Effrayé,Spaventato,Verängstigt,Asustado,Испуган,Assustado,害怕,Korkmus,怖い,무서움,Korkmus,
,Rematch,,Revanche,Rivincita,Revanche,Revancha,Реванш,Revanche,再戰,Rovans,再戦,재대결,Rovans,
,She plays pretty well for a mangled corpse.,,Elle joue bien pour un corps mutilé.,Suona molto bene per essere un cadavere maciullato.,Für eine verstümmelte Leiche spielt sie ziemlich gut.,Juega bastante bien para ser un cadáver mutilado.,Она неплохо играет для изуродованного трупа.,Ela toca muito bem pra um cadáver mutilado.,以一具支離破碎的屍體來說，她的演奏還挺不錯的。,Paramparca bir cesede gore oldukca iyi oynuyor.,切り刻まれた死体にしては上手ね。,다 망가진 시체 치곤 잘 하네.,Paramparca bir cesede gore oldukca iyi oynuyor.,
,"There's a lot of useless junk in here, even more now that you're here.",,"Il y a plein de trucs inutiles ici. Maintenant que tu es là, ça en fait un de plus.","C'è un sacco di robaccia inutile qui, e ora che sei qui, ancora di più.","Hier gibt es eine Menge unnützes Zeug, und jetzt da du hier bist, noch mehr.","Aquí hay un montón de trastos inservibles, y más ahora que estás aquí.","Здесь полно бесполезного хлама, а с твоим приходом стало еще больше.","Tem muita coisa inútil aqui, você inclusive.",這裡本來就堆滿了沒用的垃圾，妳來了之後，直接變成垃圾山了。,"Burada bir suru ivir zivir var, sen gelince daha da artti.",ここは使えないガラクタだらけよ。あなたが来て、またひとつ増えちゃった。,안 그래도 쓰레기 뿐이었는데 네가 오니 하나 늘었잖아.,"Burada bir suru ivir zivir var, sen gelince daha da artti.",
,At least someone's eating good tonight.,,"Ça en fait au moins une qui mangera bien, ce soir.",Almeno qualcuno avrà una bella cenetta stasera.,Wenigstens isst jemand heute Abend gut.,"Al menos, alguien va a comer bien esta noche.",Хоть у кого-то сегодня будет нормальный ужин.,Pelo menos alguém vai comer bem esta noite.,至少今晚，有人能吃得很飽了呢～,En azindan biri bu gece iyi besleniyor.,少なくとも、今夜はごちそうにありつけそうなのがいるね。,오늘 누구는 배부르게 먹겠네.,En azindan biri bu gece iyi besleniyor.,
,"So, you think you can just replace her girls?",,"Alors, tu crois pouvoir simplement remplacer ses filles ?",Quindi pensi di poter semplicemente sostituire le sue ragazze?,"Du glaubst also, du kannst ihre Mädchen einfach ersetzen?",¿Así que crees que puedes reemplazar a sus chicas sin más?,"Значит, думаешь, можешь просто заменить её девочек?",Então você acha que pode simplesmente substituir as meninas dela?,所以，妳以為可以就這樣取代她的女孩們？,Onun kizlarinin yerini alabilecegini mi sandin?,じゃあ、あの子たちの代わりになれるとでも思ってるの？,"그래서, 네가 그냥 그 애들을 대신할 수 있을 것 같아?",Onun kizlarinin yerini alabilecegini mi sandin?,
,Hi little girl.,,"Salut, fillette.","Ciao, bimbetta.",Hallo kleines Mädchen.,"Hola, pequeña.","Привет, малютка.","Olá, garotinha.",妳好啊，小女孩。,Merhaba kucuk kiz.,やあ。,"안녕, 꼬마야.",Merhaba kucuk kiz.,
,"You aren't from here, are you?",,"Tu n'es pas d'ici, n'est-ce pas ?","Non sei di qui, vero?","Du bist nicht von hier, oder?","No eres de por aquí, ¿verdad?","Ты не из этих мест, да?","Você não é daqui, né?",妳不是本地人，對吧？,"Burali degilsin, degil mi?",アンタ、ここの人じゃないでしょ？,여기 출신이 아니구나?,"Burali degilsin, degil mi?",
,Nice new clock you got here. Real fancy like.,,Jolie horloge que vous avez là. Très chic.,È proprio un bell'orologio. Sembra raffinato.,Eine schöne neue Uhr hast du da. Wirklich schick.,Qué reloj nuevo tan bonito.,Мне нравятся ваши новые часы. Очень красивые.,Que relógio bonito você tem aí. Muito elegante mesmo.,妳手上拿的新時鐘真不錯，挺精緻的。,Ne guzel yeni saatin varmis. Baya havali.,新品のいい時計だね。オシャレだ。,시계 멋진데. 비싸 보여.,Ne guzel yeni saatin varmis. Baya havali.,
,It never ends.,,Ça ne finit jamais.,Non finirà mai.,Es hört nie auf.,Esto nunca acaba.,Это никогда не закончится.,Isso nunca acaba.,永無止境。,Hic bitmiyor.,これは永遠に終わらないの。,절대로 끝나지 않아.,Hic bitmiyor.,
,He'll be home soon.,,Il va bientôt rentrer.,Tornerà presto a casa.,Er wird bald wieder zu Hause sein.,Pronto llegará a casa.,Он скоро вернется домой.,Ele estará em casa em breve.,他很快就會到家了。,Yakinda evde olacak.,もうすぐアイツが帰ってくる。,곧 오실 거야.,Yakinda evde olacak.,
,"Tick, tock. Tick, tock.",,"Tic-tac, tic-tac.","Tic, toc. Tic, toc.","Tick, tack. Tick, tack.","Tic, tac, tic, tac.","Так-так, тик-так.",Tic-tac. Tic-tac.,滴答，滴答。時間可是不等人的喔。,"Tik, tak. Tik, tak.",チクタク、チクタク。,똑 딱. 똑 딱.,"Tik, tak. Tik, tak.",
,At least someone's eating well tonight.,,"Au moins, quelqu'un mange bien ce soir.",Almeno qualcuno mangia bene stasera.,Wenigstens isst heute Abend jemand gut.,Al menos alguien está cenando bien esta noche.,"По крайней мере, хоть кто-то сегодня хорошо поест.",Pelo menos alguém vai comer bem hoje à noite.,至少今晚有人吃得不錯。,En azindan biri bu gece karnini doyuruyor.,少なくとも今夜は誰かがごちそうにありつけたね。,적어도 오늘 밤은 누군가 잘 먹겠네.,En azindan biri bu gece karnini doyuruyor.,
,"This house is a nightmare-spiders, rats, cat pee, and to top it off, there's you.",,"Cette maison est un cauchemar : des araignées, des rats, du pipi de chat et pour couronner le tout, toi.","Questa casa è un incubo pieno di ragni, ratti, pipì di gatto, e per non finire, ci sei anche tu.","Dieses Haus ist ein Albtraum – Spinnen, Ratten, Katzenpisse und zu allem Überfluss auch noch du.","Esta casa es una pesadilla. Hay arañas, ratas, pipí de gato y, para colmo, estás tú.","Этот дом — просто кошмар: пауки, крысы, кошачья моча, а теперь еще и ты.","Esta casa é um pesadelo: aranhas, ratos, xixi de gato e, para piorar tudo, você.",這棟房子根本就是場惡夢！蜘蛛、老鼠、貓尿，以及最為糟糕的，妳。,"Bu ev tam bir kâbus — orumcekler, fareler, kedi cisi ve ustune bir de sen varsin.",ここは悪夢のような家ね…クモにネズミにネコのおしっこ…極めつけに、アンタまでいるんだから。,"이 집엔 악몽 거미와, 쥐떼와, 고양이 오줌도 있는데 더 최악은 바로 너야.","Bu ev tam bir kâbus — orumcekler, fareler, kedi cisi ve ustune bir de sen varsin.",
,"So you managed to save that little rat, huh? A shame you couldn't bother to save your sister.",,"Tu as réussi à sauver le petit rat, hein ? Dommage que tu n'aies pas tenté de sauver ta sœur.","Sei riuscita a salvare quel piccolo ratto, eh? Peccato che di tua sorella invece non ti sia importato niente.","Du hast es also geschafft, die kleine Ratte zu retten, hm? Schade, dass du dir nicht die Mühe machen konntest, deine Schwester zu retten.","Así que has conseguido salvar a esa ratita, ¿eh? Una pena que no quisieras salvar a tu hermana.","Значит, ты умудрилась спасти крысу, да? Как жаль, что ты не стала спасать собственную сестру.","Então você conseguiu salvar aquele ratinho, hein? Uma pena que não tenha se dado ao trabalho de salvar sua irmã.",妳成功救了那隻小老鼠？但可惜啊，妳妹妹就沒這麼幸運了呢。,"Demek o kucuk fareyi kurtardin ha? Yazik, kiz kardesini kurtarmaya zahmet etmedin ama.",あの小さなネズミを助けたの？妹のことは助けようともしなかったくせに。,저 녀석을 구해왔구나? 동생은 못 구해서 안타깝네.,"Demek o kucuk fareyi kurtardin ha? Yazik, kiz kardesini kurtarmaya zahmet etmedin ama.",
,"So you managed to save that little rat, huh? I guess you aren't completely incompetent.",,"Tu as réussi à sauver le petit rat, hein ? Tu n'es donc pas complètement incompétente.","Sei riuscita a salvare quel piccolo ratto, eh? Allora forse qualcosa la sai fare.","Du hast es also geschafft, die kleine Ratte zu retten, hm? Ich schätze, du bist nicht völlig inkompetent.","Así que has conseguido salvar a esa ratita, ¿eh? Parece que no eres del todo inútil.","Значит, ты умудрилась спасти крысу, да? Похоже, ты все-таки не полная неумеха.","Então você conseguiu salvar aquele ratinho, hein? Pelo menos você não é completamente incompetente.",妳成功救了那隻小老鼠？看來妳也沒那麼一無是處嘛。,Demek o kucuk fareyi kurtardin ha? Demek tamamen beceriksiz degilmissin.,あの小さなネズミを助けたの？へぇ、まるっきり無能ってわけではなさそうね。,쥐새끼를 구해 왔네? 아주 쓸모 없지는 않군 그래.,Demek o kucuk fareyi kurtardin ha? Demek tamamen beceriksiz degilmissin.,
,"You can't hide in here, he'll find you wherever you go.",,"Tu ne peux pas te cacher ici, il te trouvera où que tu ailles.","Non puoi nasconderti qui, ti troverà ovunque tu vada.","Du kannst dich hier nicht verstecken. Er wird dich finden, wo immer du hingehst.","No puedes esconderte aquí. Te encontrará, estés donde estés.","Тебе здесь не спрятаться, он все равно тебя найдет.","Você não pode se esconder, ele vai te encontrar onde quer que esteja.",妳躲在這裡也沒用的，不管妳逃到哪，他都能找到妳的。,"Burada saklanamazsin, nereye gidersen seni bulur.",ここに隠れても無駄よ。どこへ逃げても、アイツに見つかる。,"여기 숨어 봤자 소용없어, 어딜 가든 찾아낼 테니까.","Burada saklanamazsin, nereye gidersen seni bulur.",
